year,province,crop_type,average_yield_kg_per_hectare,total_farm_value_dollars,avg_rainfall_mm,avg_temperature_c,irrigation_used
1957,Alberta,Corn,5680,539207.37,480.4695167057052,10.860036342761603,No
1958,New Brunswick,Soybeans,3252,481881.02,481.7387183908088,8.656269286740926,Yes
2024,Manitoba,Oats,1669,192811.32,483.5088256932231,10.542310260112306,No
1944,New Brunswick,Potatoes,3537,688630.0,271.37798449136324,14.931766263824251,No
2003,Manitoba,Corn,3373,179742.59,342.63892119657226,5.976137225530435,Yes
2016,New Brunswick,Oats,2214,441178.92,406.4494667682943,10.488548307150241,No
1978,Alberta,Rye,1630,265509.06,448.31464297567345,9.398277377917163,Yes
1951,British Columbia,Tomatoes,3995,1719092.7,491.5231990307092,9.523421204922704,No
1967,Prince Edward Island,Wheat,2409,539556.46,350.815890316068,10.339018238717953,No
1946,Nova Scotia,Rye,1497,206262.4,439.1677234216314,10.176233558991541,Yes
2024,Manitoba,Oats,1761,192125.32,484.9348356267535,11.510294509326616,No
1982,Quebec,Corn,3080,133740.66,341.37405694240954,13.735960124133639,Yes
1985,Nova Scotia,Rye,1910,524669.76,306.74229534265226,12.89012880088963,Yes
1951,Saskatchewan,Canola,1100,290134.92,176.5930677659199,7.545378961218951,No
1937,Prince Edward Island,Corn,3447,126812.05,212.78185331184258,14.694356249992648,No
2018,Prince Edward Island,Soybeans,3081,1421573.48,331.49801792097344,11.409501515672066,No
2007,Prince Edward Island,Soybeans,2530,457139.52,334.83945558262,11.458327006647478,No
1935,Manitoba,Oats,2002,272303.38,484.73162560932576,14.386758789699787,No
1924,Ontario,Corn,5364,85323.32,367.3424866578,12.451147842764097,No
1928,Prince Edward Island,Potatoes,2556,197804.6,237.24669304718336,12.566082800818599,Yes
1962,Quebec,Oats,1973,51293.520000000004,366.9697239091849,9.074509544929024,No
1972,Ontario,Barley,2829,143797.66,472.2746451962048,13.41718701335713,No
1989,Quebec,Sugar Beets,4536,542331.95,438.52279772655095,10.076330308411341,No
1944,New Brunswick,Potatoes,3533,771394.0,351.1806758761686,14.046194309238878,No
1923,Manitoba,Soybeans,3225,309801.04,508.15943216733604,17.544254721674008,Yes
1951,British Columbia,Tomatoes,3873,1698787.7,442.2945092312576,9.105773348642959,No
1928,Alberta,Barley,2634,314452.66,474.866488867766,14.98476715029592,No
1940,Ontario,Canola,1973,129431.0,419.02168080902675,16.006404727052463,Yes
1945,Manitoba,Wheat,3576,302719.0,445.330334514922,15.222156493416383,No
1997,Ontario,Canola,1477,676487.32,564.5154210938506,13.959848653640208,Yes
1956,Nova Scotia,Barley,2158,384292.1,545.7552433361558,17.55702311764095,No
1950,New Brunswick,Sugar Beets,4280,850436.02,322.5090967962042,16.75811160202575,Yes
1942,New Brunswick,Sugar Beets,4555,560217.1799999999,390.07540716066137,11.08258784430088,Yes
2003,Manitoba,Wheat,3305,967312.16,429.83329722405915,13.966966475508064,No
1986,New Brunswick,Wheat,2507,356121.2,457.90526556433343,11.153275445743947,Yes
2005,Ontario,Soybeans,2850,1266198.2,470.6313833210525,13.392104437639942,Yes
1935,Quebec,Tomatoes,3412,723573.0,611.867020487208,12.208597295737713,No
1979,New Brunswick,Potatoes,3777,200040.98,319.3573688930738,15.657656201325443,No
1942,New Brunswick,Soybeans,2691,647172.56,367.7009118602156,10.789109496381688,Yes
1990,Prince Edward Island,Canola,1072,99789.0,238.19548406076316,12.280326762011137,Yes
1936,Saskatchewan,Rye,1785,111702.06,282.25117444778175,13.573284351129443,Yes
1989,Saskatchewan,Soybeans,2525,686656.79,344.0720551483479,13.403239930106732,No
1998,Nova Scotia,Barley,2317,284878.73,657.4994923312029,11.322371489198385,Yes
2012,Quebec,Tomatoes,3484,1747511.6,434.8953999760257,13.370601192649499,No
1943,Alberta,Sugar Beets,4675,163040.53999999998,514.2994274824609,8.7647160356406,No
1925,Nova Scotia,Oats,1898,57492.149999999994,335.5516002823219,14.677199947033513,No
1921,Manitoba,Canola,1827,344898.12,364.04964112690044,17.36100913181462,No
1970,Quebec,Tomatoes,3487,223079.0,592.4405582774964,10.685090915524873,Yes
1969,Nova Scotia,Corn,4956,126904.37,526.7781503254422,7.154909044756975,No
2017,British Columbia,Corn,5873,1360257.35,378.4598842704387,14.9035041261534,Yes
1923,Prince Edward Island,Barley,2095,36352.100000000006,552.1163497735952,16.077480424863406,No
1936,Prince Edward Island,Potatoes,4743,1041417.6,409.73405050581,15.373352799705122,No
1941,Ontario,Oats,2373,105344.7,302.51428192573536,18.120087378709403,No
1922,New Brunswick,Soybeans,2723,567662.16,583.3541485400466,3.902737050142113,Yes
1935,Ontario,Potatoes,3929,400472.12,526.6944501978098,13.288641982655406,No
2009,Prince Edward Island,Sugar Beets,3506,865567.67,409.9320466469943,10.013258879768541,No
1923,Manitoba,Corn,4715,78007.81,453.0627598186604,15.329257335298582,Yes
1964,Quebec,Oats,2419,346008.04,442.68784792941585,11.855235392647803,No
1964,Alberta,Canola,2154,614683.6,425.6715626322593,15.261404789640537,No
1986,Alberta,Corn,2768,629022.9,264.95824314927444,8.404975470148582,No
1976,Nova Scotia,Sugar Beets,3363,123500.29,285.4499826763239,16.65711794741339,Yes
1966,Saskatchewan,Sugar Beets,2853,499502.14,225.11994030667262,10.233286697519748,No
1965,New Brunswick,Soybeans,2994,1214568.25,397.2945183599265,10.107991556336252,Yes
2004,Saskatchewan,Rye,1850,234988.23,462.94460371499184,10.636873799214237,No
1943,Alberta,Potatoes,3272,658191.95,405.8082877399688,15.503086780389507,No
2024,British Columbia,Wheat,3414,128310.12,346.7424981862977,11.326850757502179,Yes
2019,British Columbia,Tomatoes,3770,888171.2,512.3752218724892,13.00232315586727,Yes
1967,Alberta,Wheat,1813,59045.020000000004,325.85389196151,11.877214391462937,No
2009,Prince Edward Island,Sugar Beets,3722,834179.67,361.21659354847696,9.807546493118224,No
1953,Alberta,Canola,1450,3799.6399999999994,503.3882282881256,6.669545247840803,No
1947,Saskatchewan,Soybeans,1961,347675.76,187.35334510242805,5.302266715459016,Yes
1992,British Columbia,Wheat,3254,892831.08,396.3328938423354,15.248674867924713,No
2022,Nova Scotia,Sugar Beets,4123,1527668.13,405.4734329761571,14.423415682120442,Yes
1953,Quebec,Tomatoes,3358,512062.55,425.62111270567533,9.80969427765277,Yes
2005,Ontario,Barley,2313,456283.53,411.449609987183,10.336230172482828,No
2023,New Brunswick,Canola,1730,173914.0,467.7961144846214,10.20257817159653,Yes
2020,Alberta,Sugar Beets,3205,451004.4,395.91064850450647,14.16586594102882,No
2003,Manitoba,Corn,3397,217042.59,313.4762893989705,7.190132116013097,Yes
1995,Nova Scotia,Sugar Beets,4030,1152486.17,402.6306314238186,11.41016536742265,Yes
2006,Ontario,Oats,2210,114659.04000000001,344.44167798424485,13.479128612875984,No
1978,British Columbia,Canola,1950,1108722.36,332.4980790274789,12.934828308386528,Yes
2016,Saskatchewan,Oats,1183,35142.94,153.92054566145566,8.709771299126551,No
1946,Nova Scotia,Rye,1640,197261.4,434.1708554234001,7.273152138433442,Yes
1988,Quebec,Oats,2202,286935.84,369.23952487301057,13.114405977561415,Yes
2020,Ontario,Sugar Beets,3862,561476.4,444.20095798400706,9.363888500879328,No
1964,Nova Scotia,Rye,1982,315037.7,310.5186788032771,11.74297520729181,Yes
2008,Nova Scotia,Potatoes,3286,383236.9,510.8886164108078,16.320098153555904,Yes
1961,Manitoba,Oats,1735,263862.11,345.09015449652935,10.165565509107617,No
1964,Prince Edward Island,Wheat,2597,601148.6,417.8062213657759,13.888061446577783,No
2024,Manitoba,Oats,2051,269569.32,449.46239526497146,10.565070951059504,No
2015,Alberta,Canola,1581,1089153.4,576.089427768065,18.172648412181427,Yes
1987,Alberta,Tomatoes,3553,2935077.75,390.8850411150411,11.90305965473255,No
1947,Saskatchewan,Soybeans,2009,320524.76,125.17144050063837,7.6280681392623535,Yes
1986,Saskatchewan,Canola,1906,1378850.96,398.6276400699639,12.795098658432408,Yes
1978,Manitoba,Rye,1191,286025.8,267.02747790488024,9.447607952766145,No
1953,Saskatchewan,Tomatoes,3980,2541392.8,344.7639121919791,10.215718063055977,Yes
1921,British Columbia,Sugar Beets,2547,431819.38,502.9228377002723,4.5226441295425985,No
2017,New Brunswick,Wheat,3204,214251.1,341.0115721071796,12.693733998609641,Yes
1931,Prince Edward Island,Wheat,3442,614838.86,404.6687342230383,12.26766974137459,Yes
1991,Ontario,Oats,1707,280082.07999999996,372.10969845979196,12.098209835163624,Yes
1983,Ontario,Rye,1580,112473.85,386.38091373635297,12.279989482207013,No
2017,New Brunswick,Wheat,3032,297197.1,361.4558329915536,9.91344128891927,Yes
1946,Nova Scotia,Rye,1442,231640.4,463.13540322981487,10.033353257566715,Yes
1933,British Columbia,Corn,4437,854013.89,445.616574439847,12.442342216041169,No
1981,Saskatchewan,Tomatoes,2920,679756.95,384.46474762641157,7.188219117985164,Yes
1946,Ontario,Oats,1765,256933.25,240.32624709956855,13.33692347219798,Yes
1932,Manitoba,Corn,4700,76337.12,320.43812118033844,15.521141794092642,No
1923,Manitoba,Canola,2152,267922.16000000003,414.30030570126496,20.466022896385113,Yes
1927,British Columbia,Soybeans,2667,264535.73,464.6719448821407,6.846783298870729,Yes
1988,Quebec,Sugar Beets,4608,1061898.58,323.3037159536012,8.562461940708527,Yes
2002,Nova Scotia,Tomatoes,2675,1143876.6,524.9154315079483,11.83618001818142,No
1948,British Columbia,Sugar Beets,4808,248263.9,384.55407886343227,14.214860873550968,No
1931,New Brunswick,Tomatoes,3918,1250426.55,364.6118217869541,10.046846410965157,Yes
1994,New Brunswick,Sugar Beets,3164,191874.87,389.3276844460359,10.541834021015548,No
1972,Ontario,Barley,2632,91438.66,524.1274687089356,12.404709990804305,No
1946,Prince Edward Island,Wheat,3250,480845.36,514.3362204328755,13.141579484147003,No
1943,British Columbia,Sugar Beets,3184,656342.39,213.29720943322627,12.619745447522865,No
1953,Nova Scotia,Soybeans,3101,666390.98,378.35711189515723,15.249756689926146,Yes
1927,Manitoba,Potatoes,4716,444147.93,544.210601785867,10.288465990367786,No
1982,Quebec,Canola,2062,1139953.2,342.3231077205481,12.384798264857993,Yes
2013,Nova Scotia,Oats,1715,548886.54,405.41555453421915,21.00418993622563,No
2023,British Columbia,Potatoes,4420,929007.88,493.0976218312487,20.31448931458575,Yes
1938,New Brunswick,Oats,2304,198174.14,502.7880999646902,17.027510382777223,No
1957,British Columbia,Corn,4842,441659.37,493.19895947210836,15.697757236917823,No
1923,Quebec,Canola,1486,653083.24,502.00105990229406,8.921725421097637,Yes
1982,Saskatchewan,Potatoes,3648,637283.0,410.44828514596145,18.74448699642084,Yes
1929,Manitoba,Tomatoes,3580,1787764.2,268.7947562317325,12.30400763584861,No
1934,Prince Edward Island,Potatoes,3925,922605.05,396.02308315354065,10.449843395438437,Yes
1997,Prince Edward Island,Barley,2445,184214.48,376.4973164464458,13.986473164223566,Yes
1989,Saskatchewan,Soybeans,2666,732365.79,303.5352489072744,14.082992205803034,No
2016,New Brunswick,Oats,2391,431174.92,381.1397941839091,10.462580897956887,No
2024,British Columbia,Soybeans,2358,1301677.16,500.6303981191621,8.154841218649572,No
2016,Ontario,Oats,1829,33.159999999999854,514.9588285576848,13.840602219608757,Yes
1965,Manitoba,Barley,2514,27240.78,363.3489978007356,17.083975935640556,Yes
2016,Saskatchewan,Tomatoes,3436,949878.6,580.0741377776798,14.287972003488125,No
1976,Ontario,Canola,1767,924789.84,354.28602207857585,19.771425807153737,No
1987,New Brunswick,Rye,1979,312444.34,433.9893538486212,18.784802985805538,Yes
1936,Saskatchewan,Wheat,2815,101956.68,586.6043448603459,13.367495540084084,Yes
2013,Alberta,Rye,909,360162.36,233.74587280676997,8.375174947531148,Yes
1948,Prince Edward Island,Sugar Beets,4698,875650.18,421.11788236983006,15.334768581256153,No
1970,British Columbia,Sugar Beets,2569,483322.7,194.34552054564978,14.385091412297697,Yes
1943,Alberta,Potatoes,3463,592358.95,394.8599078839386,14.958076377713638,No
1941,Ontario,Oats,2142,90991.7,339.575738553943,16.92138098119794,No
1982,Quebec,Canola,2152,1109692.2,352.9204512552431,12.582322147357546,Yes
1935,British Columbia,Potatoes,2366,219094.87,258.1008207090405,10.599282697643432,Yes
1986,New Brunswick,Wheat,2667,303063.2,427.07595218777635,11.684477248802338,Yes
1938,Saskatchewan,Soybeans,3045,331708.58,402.623299627863,13.804758773328315,No
1995,Nova Scotia,Sugar Beets,4323,1119210.17,436.34909905356324,12.3530411167612,Yes
1962,Prince Edward Island,Corn,4859,849042.94,381.28813615333644,10.418721792423566,Yes
1989,Saskatchewan,Soybeans,2678,738274.79,326.02314356323046,10.716567147935535,No
1920,British Columbia,Tomatoes,3185,346661.0,344.53298226473595,14.792639257616724,Yes
1978,Manitoba,Potatoes,3986,1037812.1,426.8087710782146,16.33146420616275,No
1996,Prince Edward Island,Canola,1908,1107208.76,462.1505944447173,7.137210913396808,No
1960,British Columbia,Wheat,2564,218968.2,447.9669709517002,10.793533538802265,Yes
2008,Quebec,Soybeans,2688,410526.64,347.88973374985454,14.23351605496807,No
2013,Prince Edward Island,Oats,1959,93859.46,413.5740845048656,8.78021146445981,Yes
2022,Ontario,Tomatoes,2950,978965.8,325.54065675514664,12.50354641369963,No
2017,New Brunswick,Wheat,3011,257007.1,334.647880178332,9.411965193182667,Yes
1983,New Brunswick,Soybeans,3744,1202990.72,333.8801722681891,8.695693499784971,Yes
2016,Saskatchewan,Oats,931,23128.940000000002,204.2441155391258,9.395098086617846,No
1937,Prince Edward Island,Tomatoes,4091,1943828.4,418.5103502543811,12.258661786920978,No
1979,Manitoba,Soybeans,2911,1247208.47,297.0008747049773,6.777477122407628,Yes
2023,New Brunswick,Canola,1878,155779.0,419.5386604042466,12.113459177492969,Yes
1964,Nova Scotia,Rye,2138,324604.7,340.4325084186791,10.640456706452124,Yes
2014,Ontario,Canola,1546,1134379.88,308.79875804606314,10.974142738852409,No
1998,Nova Scotia,Barley,2600,367682.73,696.574861287537,10.627998249822438,Yes
2015,Prince Edward Island,Rye,2323,468151.16,381.6903630460612,13.50990160614846,No
1996,Alberta,Barley,1542,355487.09,206.57365003415595,16.69297426450193,Yes
1997,Ontario,Wheat,2512,734866.48,531.0910986668322,10.478487531210915,No
1947,Saskatchewan,Soybeans,2064,409212.76,130.0865825265467,8.955449905098202,Yes
1935,Ontario,Potatoes,3949,455813.12,514.1020165016726,13.580834302178067,No
1940,Manitoba,Sugar Beets,4410,111037.04,352.33308199597855,11.956673918015557,Yes
1934,Nova Scotia,Tomatoes,3523,1211815.0,508.6102612254157,16.297077337214823,Yes
1947,Saskatchewan,Rye,1930,114766.15,414.4874122293749,10.008175635088545,Yes
1937,Prince Edward Island,Tomatoes,3755,1767069.6,383.4367201788205,12.198717284358226,Yes
1922,Quebec,Potatoes,3898,375599.0,325.93179023813383,11.747868125942201,Yes
1994,New Brunswick,Sugar Beets,3134,129353.87,348.2026542968321,13.976683259446684,No
1973,Prince Edward Island,Corn,4465,718493.06,437.9805040441236,16.648187409989553,Yes
1933,Nova Scotia,Oats,2364,127533.58,484.0910025049557,8.475270605578288,No
1997,Prince Edward Island,Barley,2362,162216.48,339.7010479024102,12.358946680209414,Yes
2002,Saskatchewan,Sugar Beets,4661,1250169.21,388.19199146987904,9.465565575628203,No
1970,New Brunswick,Rye,1685,209629.0,422.4101147030238,10.817779809416054,Yes
2021,Ontario,Oats,1341,233051.28,280.33038996177856,11.863894417712118,Yes
1921,British Columbia,Oats,1670,35242.19,406.2828566699399,8.115786152717618,Yes
2000,British Columbia,Oats,1675,90918.9,253.4519055817522,11.016179677233405,Yes
2018,British Columbia,Wheat,3357,134488.6,343.4765270844215,9.226263667969175,Yes
1947,Saskatchewan,Rye,2026,89509.15,390.7202358442532,10.389699961755172,Yes
1997,Prince Edward Island,Barley,2309,128793.48000000001,303.76155630862627,12.89430523229431,Yes
1957,British Columbia,Corn,4754,497389.37,450.63877508457284,15.852168796601767,No
1976,Nova Scotia,Sugar Beets,3209,120199.29,359.71627456954843,17.712679860297577,Yes
1928,British Columbia,Potatoes,3779,736690.6,446.15838617636155,10.372105674344564,No
1927,New Brunswick,Corn,4576,764210.56,439.90737424743924,8.693298520346797,No
1928,Prince Edward Island,Potatoes,2739,194800.6,252.12379674009878,13.445794293113112,Yes
1938,Nova Scotia,Barley,2526,327593.83,341.48338226909203,3.8260528519633406,No
1977,Prince Edward Island,Soybeans,3615,1004256.14,393.03285073727534,11.70662087545159,Yes
1946,Saskatchewan,Rye,1582,-13980.89,487.1333612834862,12.686017117932977,No
2012,Quebec,Tomatoes,3626,1816604.6,453.52416698578793,10.899375601978107,No
1964,Prince Edward Island,Wheat,2499,588822.6,510.06748000460163,11.084361560797827,No
1981,British Columbia,Corn,5553,426719.19,445.6221699377878,13.037136696654013,Yes
2024,Manitoba,Oats,1758,182701.32,443.71447962778586,9.102252226856706,No
1963,Prince Edward Island,Oats,1863,108637.48,370.30057698641735,14.189586343785585,No
2012,Ontario,Corn,5784,425239.86,387.2948340960102,13.790602520203384,Yes
1928,British Columbia,Potatoes,3820,752568.6,460.8120256674771,8.73432490485337,No
2021,Nova Scotia,Barley,2649,503486.23,298.2944109217481,13.725878792736596,No
1972,Quebec,Sugar Beets,3060,309419.38,259.1883289809184,11.339202380202419,No
1969,Nova Scotia,Corn,4845,165137.37,508.9189028955658,6.925035428718628,No
1921,Nova Scotia,Corn,4198,305856.28,386.43326210522355,10.428819002273023,Yes
1973,Prince Edward Island,Corn,4494,638406.06,365.5892300798008,15.62142666706282,Yes
2011,Saskatchewan,Corn,4371,268691.3,294.7942884656394,13.076056157295973,No
1976,Saskatchewan,Corn,4350,802842.92,441.74158817454213,7.075822511861201,Yes
1930,New Brunswick,Oats,1432,62659.600000000006,457.1242471256363,6.698690018164161,Yes
1981,British Columbia,Corn,5748,392140.19,531.3559152322126,15.743063814776903,Yes
1996,Alberta,Barley,1707,321804.09,226.43727570799695,15.750755288004742,Yes
1925,Nova Scotia,Potatoes,2603,650612.12,658.4191255846581,6.779639441376494,Yes
1971,Quebec,Sugar Beets,4064,976442.7,437.81186769547725,13.522382625093169,No
1951,Saskatchewan,Canola,1060,273865.92,241.54276633516773,5.941001466227425,No
2005,Ontario,Wheat,3278,685054.9,577.0656038485749,14.741624388201428,No
2007,Quebec,Canola,1072,728914.44,234.90096544011877,10.505062559761186,No
1978,Prince Edward Island,Rye,1787,398210.4,516.6333165493479,13.162338537774382,No
2016,Saskatchewan,Oats,1161,49192.94,125.78393034603289,9.79136404086518,No
1983,Prince Edward Island,Sugar Beets,4503,1098693.11,453.4897686494107,8.057589277295403,No
2018,British Columbia,Wheat,3457,141850.6,291.99893226243455,10.235902256592839,Yes
2023,Prince Edward Island,Corn,5787,1700767.94,448.63875916777596,11.936988852309064,Yes
1974,Nova Scotia,Tomatoes,3597,1637400.6,397.1983972705826,8.799214177113264,Yes
1937,Prince Edward Island,Tomatoes,3803,1946077.4,406.56086340028634,11.804777257361204,No
2018,Prince Edward Island,Soybeans,2945,1410459.48,404.02498281434026,11.444914593633763,No
1975,Prince Edward Island,Wheat,3199,190728.2,353.31216521440507,13.796868055360783,No
1933,Nova Scotia,Oats,2147,99912.58,487.50466202813936,11.202116327195355,No
1953,Nova Scotia,Soybeans,2957,685397.98,384.1854164382139,16.274681913321203,Yes
1985,British Columbia,Rye,1216,56229.68,591.7949657865773,6.341896656259889,No
2007,Quebec,Canola,1388,686730.44,323.1818554301877,10.503502332479439,No
1920,British Columbia,Tomatoes,3142,377377.0,290.5462129426088,15.6581674993152,Yes
1956,Ontario,Canola,1211,227266.68,247.37429617099062,14.38447914284778,No
1971,Quebec,Sugar Beets,4051,1019865.7,453.9587468387512,14.68914174665278,No
1943,Manitoba,Sugar Beets,4136,358006.5,480.02430307755907,16.12192633777825,Yes
1997,Saskatchewan,Soybeans,2897,404611.22,500.02722750297454,10.194477014715591,No
1948,Alberta,Tomatoes,3137,358268.4,426.7368900769845,10.372823173813265,No
1965,New Brunswick,Soybeans,3488,394465.1,313.5975841923864,10.701345937780737,No
1978,Manitoba,Rye,1190,262765.8,258.0347084606399,11.32056469803228,No
1930,Ontario,Sugar Beets,4630,542797.56,355.88256235573346,12.069978538528677,Yes
1984,Manitoba,Wheat,3688,340764.24,372.8111359732683,9.782381006540433,Yes
1978,Quebec,Canola,2036,350559.36,413.3437481644488,14.045145640537994,Yes
1986,New Brunswick,Wheat,2413,355684.2,397.11429434916863,12.943054063205068,Yes
1931,Prince Edward Island,Barley,2320,294720.33,344.07901755063875,14.777409901648559,No
1921,Alberta,Barley,2473,291195.36,401.64533015517384,11.437152834992236,No
2005,Prince Edward Island,Barley,1802,467438.3,291.31538203969956,16.6453363877976,Yes
1979,Saskatchewan,Wheat,3202,27442.68,389.3016881957235,13.37165138406845,No
1951,British Columbia,Tomatoes,3977,1724646.7,466.4700848425656,9.85280629184416,No
2008,Alberta,Soybeans,1851,276397.76,270.63245857006757,10.669828335501153,No
1979,Manitoba,Soybeans,2591,729276.9,496.56010125372325,9.660884210432513,Yes
2001,British Columbia,Potatoes,3228,1298859.73,428.4503615211848,9.907196610283535,Yes
1938,Saskatchewan,Soybeans,2978,346834.58,432.3715900530829,13.053641387952766,No
1967,Prince Edward Island,Corn,4097,788701.24,321.6737129564426,13.396339325323522,Yes
1962,Manitoba,Tomatoes,3722,1137890.8,438.0132440072879,8.184452354644755,No
1968,Nova Scotia,Rye,1650,22553.019999999997,587.334706457156,9.053146957950984,No
1972,Saskatchewan,Rye,1518,175672.5,321.3612424262253,16.658195973408237,Yes
1959,New Brunswick,Sugar Beets,4496,568522.6,423.84885291530014,12.141577980133462,No
1924,Ontario,Wheat,3132,560634.72,455.08198318749913,13.543533240180595,Yes
1930,Ontario,Sugar Beets,4787,541715.56,345.4527099571684,11.826664916680551,Yes
1954,Nova Scotia,Soybeans,2813,886301.2,643.4832184252998,10.665129585961978,No
1938,Nova Scotia,Barley,2324,302925.83,386.75794858233337,6.6138689737832985,No
1974,Nova Scotia,Tomatoes,3689,1648440.6,327.4727101848237,9.528884289672321,Yes
2002,Quebec,Sugar Beets,4364,274341.67,373.39618548087407,8.568533114302657,Yes
1953,Nova Scotia,Soybeans,3080,685933.98,380.43769314559313,15.755933850994083,Yes
2013,Prince Edward Island,Oats,1877,141991.46000000002,412.3514828304019,8.211621744365136,Yes
2004,Saskatchewan,Rye,2110,202561.23,391.95478804608143,11.989164101250793,No
1930,Ontario,Sugar Beets,4846,514650.56,337.59425792232014,12.036056595976504,Yes
1946,Prince Edward Island,Wheat,3021,463024.36,513.8436718418494,12.031283886054853,No
2023,British Columbia,Potatoes,4667,909234.88,511.9210451517607,20.346051461999117,Yes
2008,Alberta,Soybeans,1665,262876.76,202.66667930280238,12.423965882125115,No
1946,British Columbia,Soybeans,3272,50221.3,558.1633508461287,12.43482046442114,Yes
1934,Quebec,Tomatoes,4333,1878199.8,419.75890968492337,8.649579374984665,No
1969,Nova Scotia,Corn,4941,104360.37,475.0446583945062,7.741608221664692,No
1986,Nova Scotia,Canola,1315,799856.96,243.8298093998697,11.489710423913206,Yes
2017,British Columbia,Sugar Beets,3556,55527.229999999996,567.1910750012012,9.22582325302942,No
1985,Nova Scotia,Rye,2132,467387.76,342.784564832876,10.491358087933923,Yes
1976,Nova Scotia,Sugar Beets,3401,104829.29,371.18491392616244,15.281712998490422,Yes
1996,Nova Scotia,Corn,3540,1173884.3,243.2969648460273,11.837383760432683,Yes
2016,New Brunswick,Oats,2317,381821.92,415.47630621302324,12.100512352145955,No
1981,British Columbia,Corn,5826,354976.19,446.6157519058815,13.653155496968889,Yes
1946,Nova Scotia,Wheat,3261,130188.04000000001,426.00996400314887,15.861080289678887,No
1946,Nova Scotia,Rye,1772,194546.4,442.0686877715938,6.5144526141237,Yes
1944,Quebec,Tomatoes,3694,1220380.2,364.99261695873923,14.116592978334054,Yes
1982,Saskatchewan,Potatoes,3471,561817.0,461.06841518764395,18.036544520739376,Yes
2004,Prince Edward Island,Oats,1677,409353.32,288.7438070397185,7.671537832542036,Yes
1954,Quebec,Soybeans,3295,136488.12,431.5881153443476,15.324243445838626,Yes
2007,Ontario,Barley,1612,262849.67000000004,546.5964191029655,6.907802698502464,No
